Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Revenue,Cost,Profit
ORD-2026-1063,2026-03-06,CUST-274,Standing Desk,Furniture,East,3,135.39,0.1,365.55,264.01,101.54
ORD-2026-1064,2026-02-20,CUST-136,Smartwatch,Electronics,West,1,323.39,0.0,323.39,232.84,90.55
ORD-2026-1065,2026-04-08,CUST-284,Desk Lamp,Furniture,North,1,316.05,0.0,316.05,205.43,110.62
ORD-2026-1066,2026-01-26,CUST-217,Standing Desk,Furniture,North,2,300.91,0.0,601.81,391.18,210.63
ORD-2026-1067,2026-05-25,CUST-201,Ergonomic Chair,Furniture,East,2,446.76,0.0,893.53,580.79,312.74
ORD-2026-1068,2026-01-14,CUST-230,Bookshelf,Furniture,East,1,178.01,0.15,151.31,115.71,35.6
ORD-2026-1069,2026-06-27,CUST-229,Ergonomic Chair,Furniture,North,1,211.35,0.1,190.22,137.38,52.84
ORD-2026-1070,2026-05-20,CUST-166,Desk Lamp,Furniture,North,2,279.8,0.1,503.65,363.75,139.9
ORD-2026-1071,2026-02-05,CUST-101,Ergonomic Chair,Furniture,South,2,150.42,0.15,255.71,195.55,60.16
ORD-2026-1072,2026-01-01,CUST-296,Wireless Headphones,Electronics,East,4,522.16,0.0,2088.66,1503.84,584.82
ORD-2026-1073,2026-05-27,CUST-220,Wireless Headphones,Electronics,East,2,234.83,0.15,399.22,338.16,61.06
ORD-2026-1074,2026-05-08,CUST-129,Desk Organizer,Office Supplies,South,5,43.25,0.0,216.23,140.55,75.68
ORD-2026-1075,2026-05-12,CUST-207,Smartwatch,Electronics,West,4,136.14,0.35,353.96,392.08,-38.12
ORD-2026-1076,2026-05-19,CUST-131,Laptop,Electronics,South,2,532.07,0.35,691.69,766.18,-74.49
ORD-2026-1077,2026-01-14,CUST-250,Smartwatch,Electronics,South,5,277.44,0.0,1387.22,998.8,388.42
ORD-2026-1078,2026-03-06,CUST-174,Laptop,Electronics,South,1,427.06,0.0,427.06,307.48,119.58
ORD-2026-1079,2026-01-21,CUST-249,Pen Set,Office Supplies,South,8,40.03,0.0,320.24,208.16,112.08
ORD-2026-1080,2026-06-05,CUST-265,Standing Desk,Furniture,East,3,224.69,0.0,674.06,438.14,235.92
ORD-2026-1081,2026-04-23,CUST-106,Binder Clip Pack,Office Supplies,East,7,36.62,0.0,256.37,166.64,89.73
ORD-2026-1082,2026-03-01,CUST-119,Smartphone,Electronics,South,3,168.32,0.05,479.7,363.56,116.14
ORD-2026-1083,2026-01-12,CUST-194,Standing Desk,Furniture,West,2,129.03,0.0,258.07,167.75,90.32
ORD-2026-1084,2026-02-25,CUST-233,Standing Desk,Furniture,West,3,386.85,0.15,986.48,754.36,232.12
ORD-2026-1085,2026-02-28,CUST-167,Smartphone,Electronics,North,4,532.59,0.0,2130.35,1533.85,596.5
ORD-2026-1086,2026-05-12,CUST-119,Smartwatch,Electronics,West,5,406.72,0.35,1321.83,1464.18,-142.35
ORD-2026-1087,2026-04-25,CUST-159,Desk Lamp,Furniture,West,3,80.12,0.1,216.33,156.24,60.09
ORD-2026-1088,2026-06-09,CUST-225,Wireless Headphones,Electronics,North,2,635.18,0.15,1079.81,914.66,165.15
ORD-2026-1089,2026-03-26,CUST-198,Notebook,Office Supplies,East,8,24.87,0.0,198.94,129.31,69.63
ORD-2026-1090,2026-01-22,CUST-103,Smartwatch,Electronics,South,4,230.84,0.05,877.18,664.81,212.37
ORD-2026-1091,2026-05-09,CUST-223,Notebook,Office Supplies,North,14,21.04,0.0,294.56,191.46,103.1
ORD-2026-1092,2026-05-17,CUST-254,Pen Set,Office Supplies,North,14,54.33,0.0,760.62,494.4,266.22
ORD-2026-1093,2026-04-12,CUST-229,Standing Desk,Furniture,North,1,223.22,0.0,223.22,145.09,78.13
ORD-2026-1094,2026-05-19,CUST-219,Smartphone,Electronics,North,2,293.44,0.25,440.15,422.55,17.6
ORD-2026-1095,2026-03-30,CUST-181,Ergonomic Chair,Furniture,South,1,388.69,0.15,330.39,252.65,77.74
ORD-2026-1096,2026-04-05,CUST-248,Smartwatch,Electronics,South,4,194.99,0.25,584.96,561.56,23.4
ORD-2026-1097,2026-03-18,CUST-181,Binder Clip Pack,Office Supplies,North,3,16.36,0.0,49.08,31.9,17.18
ORD-2026-1098,2026-01-05,CUST-240,Ergonomic Chair,Furniture,East,2,398.04,0.1,716.47,517.45,199.02
ORD-2026-1099,2026-01-20,CUST-147,Smartwatch,Electronics,East,1,402.33,0.05,382.21,289.68,92.53
ORD-2026-1100,2026-01-06,CUST-133,Laptop,Electronics,West,5,352.45,0.05,1674.12,1268.81,405.31
ORD-2026-1101,2026-04-25,CUST-272,Laptop,Electronics,East,4,525.74,0.25,1577.22,1514.13,63.09
ORD-2026-1102,2026-02-26,CUST-186,Smartwatch,Electronics,West,5,504.62,0.0,2523.09,1816.62,706.47
ORD-2026-1103,2026-04-02,CUST-120,Ergonomic Chair,Furniture,West,1,118.99,0.15,101.14,77.34,23.8
ORD-2026-1104,2026-06-13,CUST-127,Wireless Headphones,Electronics,North,3,352.41,0.25,792.91,761.2,31.71
ORD-2026-1105,2026-02-14,CUST-211,Laptop,Electronics,North,2,678.24,0.0,1356.48,976.67,379.81
ORD-2026-1106,2026-03-15,CUST-277,Binder Clip Pack,Office Supplies,East,10,21.39,0.0,213.92,139.05,74.87
ORD-2026-1107,2026-05-16,CUST-218,Smartwatch,Electronics,East,1,631.16,0.35,410.25,454.44,-44.19
ORD-2026-1108,2026-02-11,CUST-217,Laptop,Electronics,South,3,250.19,0.1,675.5,540.4,135.1
ORD-2026-1109,2026-01-14,CUST-114,Desk Lamp,Furniture,East,2,380.35,0.0,760.71,494.46,266.25
ORD-2026-1110,2026-02-22,CUST-213,Laptop,Electronics,North,3,447.73,0.0,1343.2,967.1,376.1
ORD-2026-1111,2026-01-30,CUST-219,Pen Set,Office Supplies,West,4,43.8,0.05,166.44,113.88,52.56
ORD-2026-1112,2026-06-17,CUST-274,Pen Set,Office Supplies,West,2,53.07,0.0,106.14,68.99,37.15
ORD-2026-1113,2026-05-26,CUST-185,Smartphone,Electronics,North,4,764.83,0.15,2600.41,2202.7,397.71
ORD-2026-1114,2026-04-25,CUST-279,Notebook,Office Supplies,West,3,12.16,0.0,36.48,23.71,12.77
ORD-2026-1115,2026-06-06,CUST-270,Binder Clip Pack,Office Supplies,South,13,17.53,0.0,227.94,148.16,79.78
ORD-2026-1116,2026-05-25,CUST-129,Notebook,Office Supplies,South,4,24.88,0.0,99.51,64.68,34.83
ORD-2026-1117,2026-02-03,CUST-243,Binder Clip Pack,Office Supplies,West,9,31.69,0.0,285.21,185.39,99.82
ORD-2026-1118,2026-06-10,CUST-163,Desk Organizer,Office Supplies,East,9,59.59,0.0,536.31,348.6,187.71
ORD-2026-1119,2026-04-08,CUST-165,Binder Clip Pack,Office Supplies,South,8,47.12,0.0,376.94,245.01,131.93
ORD-2026-1120,2026-05-26,CUST-153,Smartphone,Electronics,South,2,466.85,0.35,606.91,672.26,-65.35
ORD-2026-1121,2026-06-11,CUST-243,Pen Set,Office Supplies,North,10,57.9,0.0,579.04,376.38,202.66
ORD-2026-1122,2026-02-27,CUST-224,Wireless Headphones,Electronics,South,2,551.64,0.0,1103.28,794.36,308.92
ORD-2026-1123,2026-01-20,CUST-153,Standing Desk,Furniture,West,1,299.43,0.1,269.49,194.63,74.86
ORD-2026-1124,2026-02-11,CUST-116,Ergonomic Chair,Furniture,North,1,141.75,0.0,141.75,92.14,49.61
ORD-2026-1125,2026-03-18,CUST-154,Desk Lamp,Furniture,South,1,347.66,0.1,312.89,225.98,86.91
ORD-2026-1126,2026-05-28,CUST-287,Desk Lamp,Furniture,East,2,330.29,0.1,594.53,429.38,165.15
ORD-2026-1127,2026-06-04,CUST-129,Notebook,Office Supplies,East,9,17.45,0.0,157.05,102.08,54.97
ORD-2026-1128,2026-01-02,CUST-282,Notebook,Office Supplies,East,14,35.86,0.0,502.09,326.36,175.73
ORD-2026-1129,2026-04-02,CUST-146,Ergonomic Chair,Furniture,North,3,161.63,0.15,412.15,315.17,96.98
ORD-2026-1130,2026-03-17,CUST-146,Desk Organizer,Office Supplies,North,7,18.67,0.0,130.72,84.97,45.75
ORD-2026-1131,2026-02-09,CUST-168,Laptop,Electronics,West,1,747.78,0.1,673.0,538.4,134.6
ORD-2026-1132,2026-01-22,CUST-217,Smartphone,Electronics,West,3,282.24,0.0,846.71,609.63,237.08
ORD-2026-1133,2026-03-02,CUST-145,Smartphone,Electronics,West,3,776.07,0.0,2328.2,1676.3,651.9
ORD-2026-1134,2026-06-19,CUST-291,Smartphone,Electronics,West,1,245.08,0.25,183.81,176.46,7.35
ORD-2026-1135,2026-02-28,CUST-228,Standing Desk,Furniture,East,3,98.44,0.0,295.32,191.96,103.36
ORD-2026-1136,2026-04-04,CUST-156,Desk Organizer,Office Supplies,East,13,17.95,0.0,233.29,151.64,81.65
ORD-2026-1137,2026-05-07,CUST-257,Desk Organizer,Office Supplies,South,9,10.67,0.0,96.03,62.42,33.61
ORD-2026-1138,2026-03-07,CUST-281,Wireless Headphones,Electronics,North,2,875.0,0.0,1750.01,1260.01,490.0
ORD-2026-1139,2026-06-24,CUST-206,Ergonomic Chair,Furniture,East,1,104.19,0.15,88.56,67.72,20.84
ORD-2026-1140,2026-06-23,CUST-106,Laptop,Electronics,East,2,349.92,0.25,524.89,503.89,21.0
ORD-2026-1141,2026-02-15,CUST-275,Wireless Headphones,Electronics,North,4,681.03,0.0,2724.13,1961.37,762.76
ORD-2026-1142,2026-03-31,CUST-120,Pen Set,Office Supplies,West,10,49.39,0.0,493.86,321.01,172.85
ORD-2026-1143,2026-02-24,CUST-188,Wireless Headphones,Electronics,East,1,302.95,0.0,302.95,218.12,84.83
ORD-2026-1144,2026-02-21,CUST-226,Desk Organizer,Office Supplies,South,3,15.7,0.0,47.11,30.62,16.49
ORD-2026-1145,2026-01-07,CUST-127,Wireless Headphones,Electronics,East,5,586.08,0.0,2930.42,2109.9,820.52
ORD-2026-1146,2026-04-20,CUST-297,Ergonomic Chair,Furniture,East,2,283.07,0.0,566.14,367.99,198.15
ORD-2026-1147,2026-04-01,CUST-197,Pen Set,Office Supplies,North,10,57.28,0.0,572.85,372.35,200.5
ORD-2026-1148,2026-01-10,CUST-137,Binder Clip Pack,Office Supplies,East,9,37.27,0.0,335.44,218.04,117.4
ORD-2026-1149,2026-02-20,CUST-234,Pen Set,Office Supplies,West,2,49.7,0.0,99.4,64.61,34.79
ORD-2026-1150,2026-06-13,CUST-178,Pen Set,Office Supplies,South,7,47.84,0.0,334.86,217.66,117.2
ORD-2026-1151,2026-02-13,CUST-125,Desk Organizer,Office Supplies,North,9,57.33,0.05,490.19,335.39,154.8
ORD-2026-1152,2026-01-27,CUST-105,Standing Desk,Furniture,North,1,251.65,0.0,251.65,163.57,88.08
ORD-2026-1153,2026-03-30,CUST-110,Wireless Headphones,Electronics,West,3,454.34,0.0,1363.01,981.37,381.64
ORD-2026-1154,2026-06-27,CUST-184,Laptop,Electronics,North,1,356.98,0.25,267.74,257.03,10.71
ORD-2026-1155,2026-02-13,CUST-297,Smartphone,Electronics,South,2,882.07,0.0,1764.14,1270.18,493.96
ORD-2026-1156,2026-05-01,CUST-139,Binder Clip Pack,Office Supplies,East,12,28.16,0.0,337.86,219.61,118.25
ORD-2026-1157,2026-05-18,CUST-275,Desk Lamp,Furniture,North,1,148.16,0.1,133.34,96.3,37.04
ORD-2026-1158,2026-02-12,CUST-111,Smartwatch,Electronics,East,3,924.2,0.05,2633.98,1996.28,637.7
ORD-2026-1159,2026-05-12,CUST-257,Bookshelf,Furniture,West,3,234.57,0.0,703.71,457.41,246.3
ORD-2026-1160,2026-03-08,CUST-126,Desk Lamp,Furniture,West,3,442.52,0.0,1327.56,862.91,464.65
ORD-2026-1161,2026-04-24,CUST-232,Bookshelf,Furniture,South,2,346.16,0.0,692.32,450.01,242.31
ORD-2026-1162,2026-04-25,CUST-159,Desk Organizer,Office Supplies,West,3,50.95,0.0,152.86,99.36,53.5
ORD-2026-1163,2026-04-07,CUST-230,Wireless Headphones,Electronics,West,1,550.49,0.25,412.87,396.35,16.52
ORD-2026-1164,2026-01-17,CUST-260,Pen Set,Office Supplies,North,9,45.6,0.0,410.41,266.77,143.64
ORD-2026-1165,2026-05-31,CUST-284,Smartwatch,Electronics,West,2,608.22,0.35,790.69,875.84,-85.15
ORD-2026-1166,2026-02-27,CUST-190,Desk Lamp,Furniture,South,3,391.34,0.15,997.91,763.11,234.8
ORD-2026-1167,2026-02-03,CUST-255,Desk Lamp,Furniture,East,3,119.35,0.1,322.24,232.73,89.51
ORD-2026-1168,2026-01-08,CUST-290,Standing Desk,Furniture,West,3,164.06,0.0,492.17,319.91,172.26
ORD-2026-1169,2026-04-17,CUST-216,Laptop,Electronics,South,5,323.28,0.15,1373.96,1163.82,210.14
ORD-2026-1170,2026-05-02,CUST-176,Desk Lamp,Furniture,West,3,402.35,0.15,1025.98,784.58,241.4
ORD-2026-1171,2026-01-03,CUST-197,Binder Clip Pack,Office Supplies,West,8,43.54,0.0,348.29,226.39,121.9
ORD-2026-1172,2026-04-03,CUST-129,Standing Desk,Furniture,North,2,221.2,0.0,442.39,287.55,154.84
ORD-2026-1173,2026-02-10,CUST-201,Binder Clip Pack,Office Supplies,South,9,12.1,0.0,108.91,70.79,38.12
ORD-2026-1174,2026-04-27,CUST-127,Smartwatch,Electronics,East,3,761.14,0.35,1484.22,1644.06,-159.84
ORD-2026-1175,2026-02-01,CUST-118,Wireless Headphones,Electronics,East,4,597.35,0.05,2269.92,1720.36,549.56
ORD-2026-1176,2026-05-05,CUST-129,Pen Set,Office Supplies,North,5,16.01,0.0,80.06,52.04,28.02
ORD-2026-1177,2026-03-11,CUST-286,Smartphone,Electronics,South,3,391.01,0.0,1173.04,844.59,328.45
ORD-2026-1178,2026-06-18,CUST-209,Ergonomic Chair,Furniture,North,2,414.07,0.1,745.33,538.29,207.04
ORD-2026-1179,2026-01-25,CUST-275,Smartwatch,Electronics,North,5,213.18,0.05,1012.59,767.43,245.16
ORD-2026-1180,2026-03-03,CUST-168,Wireless Headphones,Electronics,North,5,781.33,0.0,3906.64,2812.78,1093.86
ORD-2026-1181,2026-01-21,CUST-236,Smartphone,Electronics,East,5,241.95,0.0,1209.73,871.01,338.72
ORD-2026-1182,2026-06-16,CUST-267,Ergonomic Chair,Furniture,North,1,433.66,0.1,390.29,281.88,108.41
ORD-2026-1183,2026-06-07,CUST-192,Smartwatch,Electronics,South,3,213.22,0.35,415.77,460.55,-44.78
ORD-2026-1184,2026-02-16,CUST-154,Smartphone,Electronics,East,5,623.36,0.05,2960.95,2244.09,716.86
ORD-2026-1185,2026-04-29,CUST-293,Desk Lamp,Furniture,North,3,371.1,0.1,1001.96,723.64,278.32
ORD-2026-1186,2026-05-28,CUST-160,Wireless Headphones,Electronics,East,1,455.11,0.15,386.84,327.68,59.16
ORD-2026-1187,2026-04-10,CUST-192,Standing Desk,Furniture,West,2,168.38,0.15,286.24,218.89,67.35
ORD-2026-1188,2026-04-06,CUST-276,Bookshelf,Furniture,North,1,305.99,0.0,305.99,198.89,107.1
ORD-2026-1189,2026-02-13,CUST-196,Standing Desk,Furniture,West,3,98.31,0.15,250.7,191.71,58.99
ORD-2026-1190,2026-01-17,CUST-225,Smartphone,Electronics,South,2,324.81,0.0,649.62,467.73,181.89
ORD-2026-1191,2026-06-11,CUST-266,Smartwatch,Electronics,North,5,527.8,0.25,1979.24,1900.07,79.17
ORD-2026-1192,2026-06-12,CUST-226,Bookshelf,Furniture,South,3,339.84,0.0,1019.51,662.68,356.83
ORD-2026-1193,2026-04-24,CUST-111,Smartphone,Electronics,South,5,601.79,0.35,1955.81,2166.44,-210.63
ORD-2026-1194,2026-03-03,CUST-252,Ergonomic Chair,Furniture,West,2,433.37,0.1,780.07,563.38,216.69
ORD-2026-1195,2026-03-04,CUST-181,Bookshelf,Furniture,East,1,386.95,0.1,348.25,251.52,96.73
ORD-2026-1196,2026-05-11,CUST-255,Smartwatch,Electronics,South,2,422.29,0.15,717.89,608.1,109.79
ORD-2026-1197,2026-06-11,CUST-101,Ergonomic Chair,Furniture,North,3,109.67,0.1,296.1,213.85,82.25
ORD-2026-1198,2026-06-09,CUST-150,Ergonomic Chair,Furniture,East,1,408.57,0.0,408.57,265.57,143.0
ORD-2026-1199,2026-05-21,CUST-101,Notebook,Office Supplies,North,7,18.59,0.0,130.15,84.6,45.55
ORD-2026-1200,2026-04-26,CUST-111,Bookshelf,Furniture,South,1,132.59,0.1,119.33,86.18,33.15
ORD-2026-1201,2026-01-16,CUST-148,Smartphone,Electronics,North,5,469.49,0.0,2347.47,1690.18,657.29
ORD-2026-1202,2026-01-30,CUST-206,Smartphone,Electronics,East,4,671.83,0.0,2687.33,1934.88,752.45
ORD-2026-1203,2026-06-11,CUST-287,Bookshelf,Furniture,North,2,280.74,0.1,505.33,364.96,140.37
ORD-2026-1204,2026-04-20,CUST-203,Smartwatch,Electronics,West,1,685.56,0.25,514.17,493.6,20.57
ORD-2026-1205,2026-01-02,CUST-251,Desk Organizer,Office Supplies,South,5,40.05,0.0,200.27,130.18,70.09
ORD-2026-1206,2026-01-19,CUST-292,Smartwatch,Electronics,North,5,666.59,0.05,3166.31,2399.73,766.58
ORD-2026-1207,2026-04-30,CUST-225,Binder Clip Pack,Office Supplies,North,13,42.29,0.0,549.78,357.36,192.42
ORD-2026-1208,2026-01-01,CUST-283,Ergonomic Chair,Furniture,East,2,304.14,0.15,517.04,395.38,121.66
ORD-2026-1209,2026-01-29,CUST-219,Notebook,Office Supplies,North,3,18.37,0.0,55.1,35.82,19.28
ORD-2026-1210,2026-04-09,CUST-206,Binder Clip Pack,Office Supplies,West,12,29.21,0.0,350.52,227.84,122.68
ORD-2026-1211,2026-05-05,CUST-129,Laptop,Electronics,South,5,328.46,0.25,1231.74,1182.47,49.27
ORD-2026-1212,2026-04-28,CUST-233,Laptop,Electronics,North,5,750.08,0.25,2812.81,2700.3,112.51
ORD-2026-1213,2026-02-10,CUST-244,Desk Lamp,Furniture,South,3,112.63,0.15,287.21,219.63,67.58
ORD-2026-1214,2026-05-09,CUST-261,Smartwatch,Electronics,East,1,765.95,0.25,574.46,551.48,22.98
ORD-2026-1215,2026-02-12,CUST-208,Smartphone,Electronics,West,2,502.35,0.05,954.47,723.39,231.08
ORD-2026-1216,2026-02-28,CUST-202,Smartphone,Electronics,South,5,691.91,0.1,3113.6,2490.88,622.72
ORD-2026-1217,2026-05-15,CUST-197,Ergonomic Chair,Furniture,East,3,131.5,0.0,394.51,256.43,138.08
ORD-2026-1218,2026-04-27,CUST-251,Bookshelf,Furniture,East,2,351.79,0.1,633.23,457.33,175.9
ORD-2026-1219,2026-06-02,CUST-263,Ergonomic Chair,Furniture,East,1,134.75,0.0,134.75,87.59,47.16
ORD-2026-1220,2026-04-29,CUST-146,Binder Clip Pack,Office Supplies,West,12,55.47,0.0,665.67,432.69,232.98
ORD-2026-1221,2026-04-13,CUST-119,Notebook,Office Supplies,East,6,37.47,0.0,224.8,146.12,78.68
ORD-2026-1222,2026-01-17,CUST-207,Standing Desk,Furniture,West,3,135.05,0.1,364.64,263.35,101.29
ORD-2026-1223,2026-03-08,CUST-289,Desk Lamp,Furniture,South,2,191.91,0.1,345.43,249.48,95.95
ORD-2026-1224,2026-02-17,CUST-278,Binder Clip Pack,Office Supplies,East,4,55.94,0.0,223.75,145.44,78.31
ORD-2026-1225,2026-02-13,CUST-262,Binder Clip Pack,Office Supplies,South,5,51.38,0.05,244.04,166.97,77.07
ORD-2026-1226,2026-06-25,CUST-195,Smartphone,Electronics,North,1,125.08,0.35,81.3,90.06,-8.76
ORD-2026-1227,2026-03-12,CUST-288,Wireless Headphones,Electronics,West,5,508.66,0.1,2288.95,1831.16,457.79
ORD-2026-1228,2026-06-10,CUST-153,Desk Organizer,Office Supplies,East,7,56.46,0.0,395.24,256.91,138.33
